lost,opponent,o_rank
False,One More Game,1162
False,One More Game,1162
False,One More Game,1162
True,One More Game,1162
False,One More Game,1162
False,One More Game,1162
False,Team Immortals,1044
False,Team Immortals,1044
False,albedo,1064
False,albedo,1064
False,JOLAL_GAMING,1007
False,JOLAL_GAMING,1007
False,Seven,995
False,thunder,995
