lost,opponent,o_rank
True,Team Veteran,1029
True,Team Veteran,1029
True,Team Veteran,1029
False,Team Veteran,1029
False,Extremist,1078
False,Extremist,1078
False,Extremist,1078
False,Extremist,1078
False,Extremist,1078
False,EternaL,990
False,EternaL,990
False,Team pyramid ,973
False,Team pyramid ,973
False,Genesis Knights,989
False,Genesis Knights,989
False,WETBOIZ,952
False,WETBOIZ,952
