lost,opponent,o_rank
False,NGID.M11,1082
False,NGID.M11,1082
False,THE OUTSTANDING BEAST,937
False,THE OUTSTANDING BEAST,937
False,5 Dosa Besar,951
False,5 Dosa Besar,951
False,Kaykei Esports,1043
False,Kaykei Esports,1043
False,Nightshade,984
False,Nightshade,984
False,GIGA ESPORT,970
False,BarBar,971
False,THE OUTSTANDING BEAST,937
